,0,1
190,"[0.833936333656311, 3, 3, 135040]","[0.9254996180534363, 3, 3, 144455]"
191,"[0.8614102602005005, 3, 3, 135040]","[0.8989081382751465, 3, 3, 144455]"
192,"[0.8513273596763611, 3, 3, 135040]","[0.9174900650978088, 3, 3, 144455]"
193,"[0.8612951040267944, 3, 3, 135040]","[0.9217067360877991, 3, 3, 144455]"
194,"[0.8483551740646362, 3, 3, 135040]","[0.9245585799217224, 3, 3, 144455]"
195,"[0.8645707964897156, 3, 3, 135040]","[0.9065510630607605, 3, 3, 144455]"
196,"[0.841346800327301, 3, 3, 135040]","[0.9270609021186829, 3, 3, 144455]"
197,"[0.855640172958374, 3, 3, 135040]","[0.9137845635414124, 3, 3, 144455]"
198,"[0.8207851648330688, 3, 3, 135040]","[0.9318525791168213, 3, 3, 144455]"
199,"[0.8611831068992615, 3, 3, 135040]","[0.8911077976226807, 3, 3, 144455]"
